league_name,club_name,year,total_fee_in,mean_fee_in,mean_age_in,total_fee_in_GK,mean_fee_in_GK,mean_age_in_GK,count_GK_in,total_fee_in_DEF,mean_fee_in_DEF,mean_age_in_DEF,count_DEF_in,total_fee_in_MID,mean_fee_in_MID,mean_age_in_MID,count_MID_in,total_fee_in_STK,mean_fee_in_STK,mean_age_in_STK,count_STK_in,total_fee_out,mean_fee_out,mean_age_out,total_fee_out_GK,mean_fee_out_GK,mean_age_out_GK,count_GK_out,total_fee_out_DEF,mean_fee_out_DEF,mean_age_out_DEF,count_DEF_out,total_fee_out_MID,mean_fee_out_MID,mean_age_out_MID,count_MID_out,total_fee_out_STK,mean_fee_out_STK,mean_age_out_STK,count_STK_out,total_fee_in_1_years_future,mean_fee_in_1_years_future,mean_age_in_1_years_future,total_fee_in_GK_1_years_future,mean_fee_in_GK_1_years_future,mean_age_in_GK_1_years_future,count_GK_in_1_years_future,total_fee_in_DEF_1_years_future,mean_fee_in_DEF_1_years_future,mean_age_in_DEF_1_years_future,count_DEF_in_1_years_future,total_fee_in_MID_1_years_future,mean_fee_in_MID_1_years_future,mean_age_in_MID_1_years_future,count_MID_in_1_years_future,total_fee_in_STK_1_years_future,mean_fee_in_STK_1_years_future,mean_age_in_STK_1_years_future,count_STK_in_1_years_future,total_fee_out_1_years_future,mean_fee_out_1_years_future,mean_age_out_1_years_future,total_fee_out_GK_1_years_future,mean_fee_out_GK_1_years_future,mean_age_out_GK_1_years_future,count_GK_out_1_years_future,total_fee_out_DEF_1_years_future,mean_fee_out_DEF_1_years_future,mean_age_out_DEF_1_years_future,count_DEF_out_1_years_future,total_fee_out_MID_1_years_future,mean_fee_out_MID_1_years_future,mean_age_out_MID_1_years_future,count_MID_out_1_years_future,total_fee_out_STK_1_years_future,mean_fee_out_STK_1_years_future,mean_age_out_STK_1_years_future,count_STK_out_1_years_future,total_fee_in_2_years_future,mean_fee_in_2_years_future,mean_age_in_2_years_future,total_fee_in_GK_2_years_future,mean_fee_in_GK_2_years_future,mean_age_in_GK_2_years_future,count_GK_in_2_years_future,total_fee_in_DEF_2_years_future,mean_fee_in_DEF_2_years_future,mean_age_in_DEF_2_years_future,count_DEF_in_2_years_future,total_fee_in_MID_2_years_future,mean_fee_in_MID_2_years_future,mean_age_in_MID_2_years_future,count_MID_in_2_years_future,total_fee_in_STK_2_years_future,mean_fee_in_STK_2_years_future,mean_age_in_STK_2_years_future,count_STK_in_2_years_future,total_fee_out_2_years_future,mean_fee_out_2_years_future,mean_age_out_2_years_future,total_fee_out_GK_2_years_future,mean_fee_out_GK_2_years_future,mean_age_out_GK_2_years_future,count_GK_out_2_years_future,total_fee_out_DEF_2_years_future,mean_fee_out_DEF_2_years_future,mean_age_out_DEF_2_years_future,count_DEF_out_2_years_future,total_fee_out_MID_2_years_future,mean_fee_out_MID_2_years_future,mean_age_out_MID_2_years_future,count_MID_out_2_years_future,total_fee_out_STK_2_years_future,mean_fee_out_STK_2_years_future,mean_age_out_STK_2_years_future,count_STK_out_2_years_future,total_fee_in_3_years_future,mean_fee_in_3_years_future,mean_age_in_3_years_future,total_fee_in_GK_3_years_future,mean_fee_in_GK_3_years_future,mean_age_in_GK_3_years_future,count_GK_in_3_years_future,total_fee_in_DEF_3_years_future,mean_fee_in_DEF_3_years_future,mean_age_in_DEF_3_years_future,count_DEF_in_3_years_future,total_fee_in_MID_3_years_future,mean_fee_in_MID_3_years_future,mean_age_in_MID_3_years_future,count_MID_in_3_years_future,total_fee_in_STK_3_years_future,mean_fee_in_STK_3_years_future,mean_age_in_STK_3_years_future,count_STK_in_3_years_future,total_fee_out_3_years_future,mean_fee_out_3_years_future,mean_age_out_3_years_future,total_fee_out_GK_3_years_future,mean_fee_out_GK_3_years_future,mean_age_out_GK_3_years_future,count_GK_out_3_years_future,total_fee_out_DEF_3_years_future,mean_fee_out_DEF_3_years_future,mean_age_out_DEF_3_years_future,count_DEF_out_3_years_future,total_fee_out_MID_3_years_future,mean_fee_out_MID_3_years_future,mean_age_out_MID_3_years_future,count_MID_out_3_years_future,total_fee_out_STK_3_years_future,mean_fee_out_STK_3_years_future,mean_age_out_STK_3_years_future,count_STK_out_3_years_future,Rk,W,D,L,GF,GA,GD,Pts/MP,PF,PF_1_years_future,Rk_1_years_future,W_1_years_future,D_1_years_future,L_1_years_future,GF_1_years_future,GA_1_years_future,GD_1_years_future,Pts/MP_1_years_future,PF_2_years_future,Rk_2_years_future,W_2_years_future,D_2_years_future,L_2_years_future,GF_2_years_future,GA_2_years_future,GD_2_years_future,Pts/MP_2_years_future,PF_next_3_years
Serie A,Bologna FC 1909,2010,22.51,1.608,22.857,0.0,0.0,0.0,0,5.45,1.817,25.0,3,10.66,1.777,22.333,6,6.4,1.28,22.2,5,8.2,2.733,24.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.6,0.6,23.0,1,7.6,3.8,24.5,2,20.783,1.484,23.929,2.523,0.841,26.0,3,4.95,0.99,23.4,5,9.66,3.22,25.0,3,3.65,1.217,21.667,3,20.8,3.467,22.667,4.1,4.1,25.0,1,10.5,5.25,23.0,2,4.7,2.35,22.0,2,1.5,1.5,21.0,1,10.285,1.143,24.0,0.0,0.0,0.0,0,1.605,0.535,21.667,3,4.13,1.032,24.25,4,4.55,2.275,27.0,2,17.95,5.983,28.0,2.0,2.0,33.0,1,0.0,0.0,0.0,0,15.95,7.975,25.5,2,0.0,0.0,0.0,0,6.59,1.098,22.167,0.0,0.0,0.0,0,1.25,1.25,19.0,1,4.84,1.21,22.5,4,0.5,0.5,24.0,1,18.0,3.6,24.8,0.0,0.0,0.0,0,1.25,1.25,21.0,1,16.75,4.188,25.75,4,0.0,0.0,0.0,0,16,11,12,15,35,52,-17,1.11,2,1,9,13,12,13,41,43,-2,1.34,1,13,11,11,16,46,52,-6,1.16,2
Serie A,AC Milan,2011,65.15,6.515,23.9,3.5,3.5,29.0,1,0.55,0.55,27.0,1,13.55,3.388,22.5,4,47.55,11.888,23.25,4,22.3,5.575,23.25,0.0,0.0,0.0,0,4.0,4.0,23.0,1,6.5,6.5,19.0,1,11.8,5.9,25.5,2,59.62,5.42,23.727,1.17,1.17,19.0,1,10.9,2.725,25.25,4,11.5,5.75,26.0,2,36.05,9.012,22.25,4,88.5,12.643,26.429,0.0,0.0,0.0,0,46.5,15.5,26.0,3,0.5,0.5,24.0,1,41.5,13.833,27.667,3,43.13,4.313,25.3,0.0,0.0,0.0,0,13.83,3.458,25.25,4,14.3,3.575,25.5,4,15.0,7.5,25.0,2,17.4,4.35,23.25,0.0,0.0,0.0,0,3.9,1.95,22.0,2,13.5,6.75,24.5,2,0.0,0.0,0.0,0,16.9,1.878,25.111,0.0,0.0,0.0,0,7.8,1.95,26.5,4,6.3,3.15,23.0,2,2.8,0.933,24.667,3,28.2,7.05,23.25,0.0,0.0,0.0,0,0.0,0.0,0.0,0,8.2,2.733,23.0,3,20.0,20.0,24.0,1,2,24,8,6,74,33,41,2.11,0,0,3,21,9,8,67,39,28,1.89,1,8,16,9,13,57,49,8,1.5,1
Serie A,FC Internazionale,2011,41.6,3.782,24.273,4.1,4.1,25.0,1,13.3,4.433,23.0,3,15.0,3.75,24.75,4,9.2,3.067,24.667,3,55.95,7.993,25.714,8.5,8.5,26.0,1,5.65,5.65,20.0,1,13.0,6.5,26.5,2,28.8,9.6,27.0,3,76.55,5.468,26.643,16.75,5.583,25.0,3,18.3,6.1,25.333,3,25.2,5.04,25.4,5,16.3,5.433,31.667,3,63.301,7.033,23.667,0.0,0.0,0.0,0,11.75,5.875,25.5,2,7.501,3.75,24.0,2,44.05,8.81,22.8,5,59.89,4.991,23.583,0.0,0.0,0.0,0,14.84,2.473,23.5,6,26.3,6.575,25.25,4,18.75,9.375,20.5,2,11.0,1.1,21.8,0.0,0.0,0.0,0,8.0,1.6,22.6,5,1.8,0.6,20.0,3,1.2,0.6,22.5,2,16.95,2.119,23.625,0.0,0.0,0.0,0,11.15,2.787,22.5,4,5.8,1.45,24.75,4,0.0,0.0,0.0,0,23.5,1.679,22.071,0.0,0.0,0.0,0,3.25,0.65,22.6,5,10.0,1.429,22.429,7,10.25,5.125,19.5,2,6,17,7,14,58,55,3,1.53,0,1,9,16,6,16,55,57,-2,1.42,0,5,15,15,8,62,39,23,1.58,1
Serie A,Juventus FC,2011,101.83,6.364,24.875,0.0,0.0,0.0,0,15.68,3.92,23.75,4,28.15,4.692,23.667,6,58.0,9.667,26.833,6,20.7,2.3,25.111,1.5,1.5,21.0,1,3.1,1.55,22.0,2,12.6,3.15,26.5,4,3.5,1.75,27.5,2,72.8,8.089,22.444,3.8,3.8,19.0,1,25.0,6.25,24.0,4,18.0,18.0,23.0,1,26.0,8.667,21.333,3,23.3,2.33,24.8,0.0,0.0,0.0,0,0.65,0.325,25.0,2,6.15,1.23,24.8,5,16.5,5.5,24.667,3,45.5,3.5,22.538,1.78,1.78,21.0,1,20.56,6.853,24.333,3,2.55,0.85,21.667,3,20.61,3.435,22.333,6,69.092,5.315,22.846,1.892,0.631,20.667,3,9.95,2.488,20.5,4,11.25,5.625,29.0,2,46.0,11.5,23.75,4,59.3,3.488,23.0,3.9,1.3,22.667,3,15.4,2.2,23.857,7,15.6,3.9,23.25,4,24.4,8.133,21.0,3,24.407,1.877,24.154,0.0,0.0,0.0,0,6.0,2.0,26.0,3,3.787,1.262,23.0,3,14.62,2.089,23.857,7,1,23,15,0,68,20,48,2.21,0,0,1,27,6,5,71,24,47,2.29,0,1,33,3,2,80,23,57,2.68,0
Serie A,SS Lazio,2011,22.84,2.855,26.625,5.2,5.2,28.0,1,4.8,2.4,28.0,2,4.55,1.517,25.667,3,8.29,4.145,26.0,2,26.38,3.769,26.714,6.75,6.75,25.0,1,10.13,5.065,24.0,2,0.3,0.3,31.0,1,9.2,3.067,27.667,3,1.53,0.765,25.0,0.0,0.0,0.0,0,1.5,1.5,28.0,1,0.03,0.03,22.0,1,0.0,0.0,0.0,0,0.95,0.238,29.25,0.25,0.25,28.0,1,0.25,0.25,34.0,1,0.0,0.0,0.0,0,0.45,0.225,27.5,2,26.83,5.366,23.4,0.4,0.4,24.0,1,0.0,0.0,0.0,0,16.6,8.3,26.5,2,9.83,4.915,20.0,2,28.45,4.742,27.667,0.3,0.3,35.0,1,1.5,1.5,28.0,1,18.0,18.0,28.0,1,8.65,2.883,25.0,3,12.75,3.188,27.25,0.0,0.0,0.0,0,8.25,2.75,26.667,3,4.5,4.5,29.0,1,0.0,0.0,0.0,0,0.15,0.15,22.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.15,0.15,22.0,1,4,18,8,12,56,47,9,1.63,0,1,7,18,7,13,51,42,9,1.61,1,9,15,11,12,54,54,0,1.47,0
Serie A,SSC Napoli,2011,72.7,7.27,24.7,2.9,2.9,28.0,1,14.5,4.833,23.0,3,27.0,13.5,26.0,2,28.3,7.075,24.5,4,23.79,2.379,25.4,0.0,0.0,0.0,0,8.39,2.097,22.0,4,4.65,1.162,28.5,4,10.75,5.375,26.0,2,31.05,2.823,25.455,0.0,0.0,0.0,0,8.25,1.65,26.8,5,13.4,4.467,22.333,3,9.4,3.133,26.333,3,34.85,4.979,25.857,0.0,0.0,0.0,0,1.1,0.55,24.0,2,1.25,1.25,28.0,1,32.5,8.125,26.25,4,107.45,8.265,24.231,5.0,5.0,23.0,1,25.25,5.05,24.2,5,10.5,5.25,20.5,2,66.7,13.34,26.0,5,74.2,12.367,28.333,0.5,0.5,36.0,1,0.0,0.0,0.0,0,4.2,4.2,27.0,1,69.5,17.375,26.75,4,34.8,5.8,25.667,2.0,2.0,30.0,1,7.75,7.75,23.0,1,11.3,5.65,25.0,2,13.75,6.875,25.5,2,20.451,2.922,27.714,0.0,0.0,0.0,0,10.301,3.434,30.0,3,8.75,2.917,26.667,3,1.4,1.4,24.0,1,5,16,13,9,66,46,20,1.61,0,0,2,23,9,6,73,36,37,2.05,0,3,23,9,6,77,39,38,2.05,0
Serie A,Udinese Calcio,2011,21.111,2.111,23.6,1.5,1.5,24.0,1,5.0,2.5,24.0,2,6.111,1.222,23.6,5,8.5,4.25,23.0,2,70.63,5.045,24.5,0.5,0.5,25.0,1,13.05,4.35,23.667,3,23.0,3.833,25.167,6,34.08,8.52,24.0,4,27.4,3.044,23.556,0.5,0.5,19.0,1,14.1,4.7,21.333,3,5.5,1.833,25.0,3,7.3,3.65,27.0,2,60.95,6.772,25.667,15.0,15.0,27.0,1,15.9,5.3,24.667,3,21.5,7.167,24.333,3,8.55,4.275,28.5,2,24.41,1.744,20.857,1.4,0.7,26.5,2,5.3,1.325,21.0,4,13.71,1.959,19.429,7,4.0,4.0,19.0,1,47.7,9.54,26.0,0.0,0.0,0.0,0,37.5,12.5,25.667,3,10.2,5.1,26.5,2,0.0,0.0,0.0,0,29.2,2.92,22.3,0.0,0.0,0.0,0,1.3,1.3,19.0,1,21.9,3.129,22.0,7,6.0,3.0,25.0,2,25.4,2.309,24.818,0.2,0.2,32.0,1,1.1,0.367,25.333,3,12.5,3.125,23.0,4,11.6,3.867,24.333,3,3,18,10,10,52,35,17,1.68,0,0,5,18,12,8,59,45,14,1.74,1,13,12,8,18,46,57,-11,1.16,2
Serie A,ACF Fiorentina,2011,19.935,1.533,24.923,0.11,0.11,23.0,1,7.11,1.778,22.5,4,9.6,2.4,27.5,4,3.115,0.779,25.25,4,20.112,2.514,25.875,9.0,9.0,31.0,1,0.0,0.0,0.0,0,1.111,0.556,28.5,2,10.001,2.0,23.8,5,40.77,2.548,25.625,0.5,0.5,26.0,1,11.15,1.858,25.5,6,18.32,2.617,25.571,7,10.8,5.4,26.0,2,33.4,4.771,25.857,0.0,0.0,0.0,0,17.35,5.783,24.333,3,9.3,3.1,27.667,3,6.75,6.75,25.0,1,53.3,8.883,24.5,0.0,0.0,0.0,0,20.0,20.0,25.0,1,2.5,2.5,19.0,1,30.8,7.7,25.75,4,41.0,13.667,21.667,0.0,0.0,0.0,0,0.0,0.0,0.0,0,12.0,12.0,21.0,1,29.0,14.5,22.0,2,9.1,1.82,25.4,0.0,0.0,0.0,0,3.6,1.8,28.0,2,5.5,1.833,23.667,3,0.0,0.0,0.0,0,38.0,7.6,25.6,0.0,0.0,0.0,0,37.4,9.35,27.0,4,0.0,0.0,0.0,0,0.6,0.6,20.0,1,13,11,13,14,37,43,-6,1.21,1,0,4,21,7,10,72,44,28,1.84,0,4,19,8,11,65,44,21,1.71,0
Serie A,AS Roma,2011,91.25,6.518,22.429,7.33,7.33,28.0,1,7.5,3.75,21.5,2,11.78,2.945,23.0,4,64.64,9.234,21.571,7,26.13,6.532,27.5,0.0,0.0,0.0,0,2.63,2.63,30.0,1,0.0,0.0,0.0,0,23.5,7.833,26.667,3,43.82,2.578,22.0,0.35,0.175,21.0,2,19.3,2.412,22.875,8,10.45,2.612,22.0,4,13.72,4.573,20.333,3,21.56,1.658,21.308,0.0,0.0,0.0,0,0.2,0.2,20.0,1,3.55,1.183,21.667,3,17.81,1.979,21.333,9,75.39,4.435,22.765,1.39,0.695,29.0,2,20.4,4.08,20.8,5,36.1,7.22,23.6,5,17.5,3.5,21.4,5,120.39,7.524,22.062,5.6,5.6,30.0,1,33.65,8.412,19.25,4,14.59,4.863,22.333,3,66.55,8.319,22.375,8,99.51,6.219,23.562,0.0,0.0,0.0,0,28.11,4.685,26.833,6,21.5,5.375,21.5,4,49.9,8.317,21.667,6,42.6,4.733,22.0,0.0,0.0,0.0,0,37.7,7.54,21.0,5,1.9,0.95,23.5,2,3.0,1.5,23.0,2,7,16,8,14,60,54,6,1.47,1,0,6,18,8,12,71,56,15,1.63,0,2,26,7,5,72,25,47,2.24,0
Serie A,Atalanta BC,2011,15.0,2.5,25.5,0.0,0.0,0.0,0,7.7,3.85,27.5,2,5.8,2.9,25.0,2,1.5,0.75,24.0,2,11.65,2.33,27.8,0.0,0.0,0.0,0,0.0,0.0,0.0,0,10.8,3.6,26.333,3,0.85,0.425,30.0,2,19.35,1.759,27.545,0.0,0.0,0.0,0,4.95,1.238,29.25,4,4.35,0.87,27.4,5,10.05,5.025,24.5,2,18.45,4.612,24.0,0.0,0.0,0.0,0,6.3,3.15,25.5,2,1.15,1.15,25.0,1,11.0,11.0,20.0,1,11.325,1.258,23.0,0.0,0.0,0.0,0,3.05,1.525,19.5,2,6.1,1.525,26.5,4,2.175,0.725,20.667,3,6.2,1.55,25.75,0.0,0.0,0.0,0,4.9,2.45,26.5,2,0.8,0.8,24.0,1,0.5,0.5,26.0,1,11.09,1.848,24.0,0.0,0.0,0.0,0,1.3,0.65,27.0,2,4.47,4.47,26.0,1,5.32,1.773,21.333,3,20.0,2.857,26.857,6.0,3.0,25.0,2,0.1,0.1,33.0,1,7.4,2.467,28.333,3,6.5,6.5,20.0,1,12,13,13,12,41,43,-2,1.21,1,2,15,11,9,18,39,56,-17,1.05,1,11,15,5,18,43,51,-8,1.32,2
Serie A,Chievo Verona,2011,11.45,1.041,24.182,0.4,0.4,30.0,1,3.8,1.267,22.0,3,6.7,1.34,24.4,5,0.55,0.275,24.0,2,13.09,1.454,24.0,0.0,0.0,0.0,0,4.19,1.048,23.0,4,7.2,3.6,24.5,2,1.7,0.567,25.0,3,10.3,2.575,21.75,0.0,0.0,0.0,0,2.5,2.5,22.0,1,0.8,0.8,21.0,1,7.0,3.5,22.0,2,12.632,2.105,25.0,2.0,2.0,33.0,1,4.0,4.0,24.0,1,3.912,1.956,25.0,2,2.72,1.36,21.5,2,3.9,0.65,24.833,0.0,0.0,0.0,0,0.6,0.3,26.5,2,1.3,0.65,23.5,2,2.0,1.0,24.5,2,5.86,0.837,26.286,2.0,2.0,34.0,1,0.21,0.07,25.667,3,3.0,3.0,21.0,1,0.65,0.325,26.0,2,8.6,0.86,26.2,0.1,0.1,36.0,1,0.85,0.283,25.333,3,6.15,1.23,24.0,5,1.5,1.5,30.0,1,5.04,0.84,27.0,0.5,0.5,23.0,1,0.5,0.5,25.0,1,1.4,1.4,29.0,1,2.64,0.88,28.333,3,10,12,13,13,35,45,-10,1.29,1,1,12,12,9,17,37,52,-15,1.18,2,16,10,6,22,34,54,-20,0.95,1
Serie A,Parma Calcio 1913,2011,11.21,1.019,24.273,0.0,0.0,0.0,0,1.25,0.312,23.25,4,1.5,1.5,30.0,1,8.46,1.41,24.0,6,31.0,2.214,25.143,0.0,0.0,0.0,0,7.55,0.944,27.5,8,12.0,4.0,22.333,3,11.45,3.817,21.667,3,29.95,1.664,22.722,3.4,3.4,21.0,1,5.65,0.942,23.333,6,6.95,1.158,21.833,6,12.15,3.038,21.5,4,19.55,3.258,26.667,1.2,1.2,23.0,1,3.0,3.0,31.0,1,4.35,1.45,27.0,3,11.0,11.0,25.0,1,13.592,0.68,23.95,0.8,0.8,24.0,1,2.825,0.404,21.143,7,6.27,0.896,24.714,7,3.697,0.739,26.8,5,35.22,2.516,21.929,1.78,1.78,21.0,1,0.3,0.15,20.0,2,9.46,1.892,21.2,5,23.68,3.947,23.333,6,17.24,1.567,22.455,4.12,1.373,22.667,3,2.1,1.05,25.5,2,1.7,0.85,22.5,2,9.32,2.33,20.75,4,17.75,1.365,25.154,0.0,0.0,0.0,0,9.95,1.106,24.111,9,7.3,2.433,27.0,3,0.5,0.5,29.0,1,8,15,11,12,54,53,1,1.47,1,1,10,13,10,15,45,46,-1,1.29,0,6,15,13,10,58,46,12,1.53,2
Serie A,Cagliari Calcio,2011,8.2,0.911,23.0,0.0,0.0,0.0,0,0.1,0.1,25.0,1,3.85,1.283,22.667,3,4.25,0.85,22.8,5,25.7,6.425,27.0,5.2,5.2,28.0,1,0.0,0.0,0.0,0,5.0,2.5,27.0,2,15.5,15.5,26.0,1,11.6,1.657,25.429,0.0,0.0,0.0,0,1.8,0.9,25.0,2,3.1,1.55,24.0,2,5.2,2.6,27.0,2,2.7,1.35,26.5,0.0,0.0,0.0,0,2.5,2.5,27.0,1,0.0,0.0,0.0,0,0.2,0.2,26.0,1,1.8,0.6,22.333,0.0,0.0,0.0,0,1.5,0.75,22.0,2,0.3,0.3,23.0,1,0.0,0.0,0.0,0,7.301,1.825,24.75,0.001,0.001,23.0,1,0.8,0.8,24.0,1,3.0,3.0,25.0,1,3.5,3.5,27.0,1,22.6,1.614,21.643,3.1,1.55,21.5,2,3.85,1.283,23.0,3,5.9,1.475,21.25,4,9.75,1.95,21.2,5,21.925,3.654,27.167,0.0,0.0,0.0,0,2.1,1.05,28.5,2,15.325,7.662,26.0,2,4.5,2.25,27.0,2,15,10,13,15,37,46,-9,1.13,2,1,11,12,11,15,43,55,-12,1.24,2,15,9,12,17,34,53,-19,1.03,2
Serie A,Genoa CFC,2011,52.93,3.529,25.067,9.0,9.0,31.0,1,9.65,1.93,25.0,5,17.48,3.496,23.2,5,16.8,4.2,26.0,4,81.95,3.035,22.852,3.5,3.5,29.0,1,28.0,3.111,23.444,9,16.73,4.182,23.75,4,33.72,2.594,21.692,13,26.73,1.909,23.714,0.0,0.0,0.0,0,6.5,3.25,25.5,2,5.35,1.07,24.2,5,14.88,2.126,22.857,7,74.25,3.536,24.952,0.2,0.2,19.0,1,13.8,2.3,26.667,6,18.2,4.55,25.25,4,42.05,4.205,24.4,10,23.44,2.344,24.5,0.3,0.3,35.0,1,5.88,2.94,23.0,2,9.65,2.412,22.75,4,7.61,2.537,24.333,3,30.231,2.159,25.0,0.0,0.0,0.0,0,10.231,2.046,28.2,5,5.7,1.9,25.333,3,14.3,2.383,22.167,6,7.45,0.931,25.5,0.0,0.0,0.0,0,1.9,0.633,23.333,3,0.7,0.7,29.0,1,4.85,1.212,26.25,4,25.95,3.707,27.429,0.1,0.1,36.0,1,5.95,2.975,20.5,2,11.9,5.95,26.0,2,8.0,4.0,31.5,2,17,11,9,18,50,69,-19,1.11,2,2,17,8,14,16,38,52,-14,1.0,1,14,11,11,16,41,50,-9,1.16,0
Serie A,AC Milan,2012,59.62,5.42,23.727,1.17,1.17,19.0,1,10.9,2.725,25.25,4,11.5,5.75,26.0,2,36.05,9.012,22.25,4,88.5,12.643,26.429,0.0,0.0,0.0,0,46.5,15.5,26.0,3,0.5,0.5,24.0,1,41.5,13.833,27.667,3,43.13,4.313,25.3,0.0,0.0,0.0,0,13.83,3.458,25.25,4,14.3,3.575,25.5,4,15.0,7.5,25.0,2,17.4,4.35,23.25,0.0,0.0,0.0,0,3.9,1.95,22.0,2,13.5,6.75,24.5,2,0.0,0.0,0.0,0,16.9,1.878,25.111,0.0,0.0,0.0,0,7.8,1.95,26.5,4,6.3,3.15,23.0,2,2.8,0.933,24.667,3,28.2,7.05,23.25,0.0,0.0,0.0,0,0.0,0.0,0.0,0,8.2,2.733,23.0,3,20.0,20.0,24.0,1,102.27,12.784,24.5,0.0,0.0,0.0,0,29.5,14.75,24.0,2,25.47,6.368,23.0,4,47.3,23.65,28.0,2,11.16,1.594,23.429,0.0,0.0,0.0,0,2.5,2.5,29.0,1,4.0,4.0,23.0,1,4.66,0.932,22.4,5,3,21,9,8,67,39,28,1.89,0,1,8,16,9,13,57,49,8,1.5,1,10,13,13,12,56,50,6,1.37,1
Serie A,ACF Fiorentina,2012,40.77,2.548,25.625,0.5,0.5,26.0,1,11.15,1.858,25.5,6,18.32,2.617,25.571,7,10.8,5.4,26.0,2,33.4,4.771,25.857,0.0,0.0,0.0,0,17.35,5.783,24.333,3,9.3,3.1,27.667,3,6.75,6.75,25.0,1,53.3,8.883,24.5,0.0,0.0,0.0,0,20.0,20.0,25.0,1,2.5,2.5,19.0,1,30.8,7.7,25.75,4,41.0,13.667,21.667,0.0,0.0,0.0,0,0.0,0.0,0.0,0,12.0,12.0,21.0,1,29.0,14.5,22.0,2,9.1,1.82,25.4,0.0,0.0,0.0,0,3.6,1.8,28.0,2,5.5,1.833,23.667,3,0.0,0.0,0.0,0,38.0,7.6,25.6,0.0,0.0,0.0,0,37.4,9.35,27.0,4,0.0,0.0,0.0,0,0.6,0.6,20.0,1,24.9,2.075,25.583,0.75,0.75,24.0,1,9.25,1.85,25.4,5,4.0,2.0,26.0,2,10.9,2.725,26.0,4,26.85,3.836,24.857,0.0,0.0,0.0,0,20.1,4.02,23.6,5,0.0,0.0,0.0,0,6.75,3.375,28.0,2,4,21,7,10,72,44,28,1.84,0,0,4,19,8,11,65,44,21,1.71,0,4,18,10,10,61,46,15,1.68,0
Serie A,AS Roma,2012,43.82,2.578,22.0,0.35,0.175,21.0,2,19.3,2.412,22.875,8,10.45,2.612,22.0,4,13.72,4.573,20.333,3,21.56,1.658,21.308,0.0,0.0,0.0,0,0.2,0.2,20.0,1,3.55,1.183,21.667,3,17.81,1.979,21.333,9,75.39,4.435,22.765,1.39,0.695,29.0,2,20.4,4.08,20.8,5,36.1,7.22,23.6,5,17.5,3.5,21.4,5,120.39,7.524,22.062,5.6,5.6,30.0,1,33.65,8.412,19.25,4,14.59,4.863,22.333,3,66.55,8.319,22.375,8,99.51,6.219,23.562,0.0,0.0,0.0,0,28.11,4.685,26.833,6,21.5,5.375,21.5,4,49.9,8.317,21.667,6,42.6,4.733,22.0,0.0,0.0,0.0,0,37.7,7.54,21.0,5,1.9,0.95,23.5,2,3.0,1.5,23.0,2,60.099,3.005,23.1,0.0,0.0,0.0,0,8.42,1.684,23.4,5,18.229,4.557,22.75,4,33.45,3.041,23.091,11,134.25,7.458,24.389,0.0,0.0,0.0,0,38.7,9.675,24.25,4,62.75,10.458,24.167,6,32.8,4.1,24.625,8,6,18,8,12,71,56,15,1.63,0,0,2,26,7,5,72,25,47,2.24,0,2,19,13,6,54,31,23,1.84,0
Serie A,Juventus FC,2012,72.8,8.089,22.444,3.8,3.8,19.0,1,25.0,6.25,24.0,4,18.0,18.0,23.0,1,26.0,8.667,21.333,3,23.3,2.33,24.8,0.0,0.0,0.0,0,0.65,0.325,25.0,2,6.15,1.23,24.8,5,16.5,5.5,24.667,3,45.5,3.5,22.538,1.78,1.78,21.0,1,20.56,6.853,24.333,3,2.55,0.85,21.667,3,20.61,3.435,22.333,6,69.092,5.315,22.846,1.892,0.631,20.667,3,9.95,2.488,20.5,4,11.25,5.625,29.0,2,46.0,11.5,23.75,4,59.3,3.488,23.0,3.9,1.3,22.667,3,15.4,2.2,23.857,7,15.6,3.9,23.25,4,24.4,8.133,21.0,3,24.407,1.877,24.154,0.0,0.0,0.0,0,6.0,2.0,26.0,3,3.787,1.262,23.0,3,14.62,2.089,23.857,7,185.499,11.594,23.062,3.1,1.55,21.5,2,29.8,14.9,25.5,2,71.199,10.171,22.571,7,81.4,16.28,23.4,5,81.28,6.773,23.167,0.0,0.0,0.0,0,15.28,3.82,24.5,4,40.35,13.45,22.667,3,25.65,5.13,22.4,5,1,27,6,5,71,24,47,2.29,0,0,1,33,3,2,80,23,57,2.68,0,1,26,9,3,72,24,48,2.29,0
