league_name,club_name,year,total_fee_in,mean_fee_in,mean_age_in,total_fee_in_GK,mean_fee_in_GK,mean_age_in_GK,count_GK_in,total_fee_in_DEF,mean_fee_in_DEF,mean_age_in_DEF,count_DEF_in,total_fee_in_MID,mean_fee_in_MID,mean_age_in_MID,count_MID_in,total_fee_in_STK,mean_fee_in_STK,mean_age_in_STK,count_STK_in,total_fee_out,mean_fee_out,mean_age_out,total_fee_out_GK,mean_fee_out_GK,mean_age_out_GK,count_GK_out,total_fee_out_DEF,mean_fee_out_DEF,mean_age_out_DEF,count_DEF_out,total_fee_out_MID,mean_fee_out_MID,mean_age_out_MID,count_MID_out,total_fee_out_STK,mean_fee_out_STK,mean_age_out_STK,count_STK_out,Rk,W,D,L,GF,GA,GD,Pts/MP,PF,total_fee_in_1_years_future,mean_fee_in_1_years_future,mean_age_in_1_years_future,total_fee_in_GK_1_years_future,mean_fee_in_GK_1_years_future,mean_age_in_GK_1_years_future,count_GK_in_1_years_future,total_fee_in_DEF_1_years_future,mean_fee_in_DEF_1_years_future,mean_age_in_DEF_1_years_future,count_DEF_in_1_years_future,total_fee_in_MID_1_years_future,mean_fee_in_MID_1_years_future,mean_age_in_MID_1_years_future,count_MID_in_1_years_future,total_fee_in_STK_1_years_future,mean_fee_in_STK_1_years_future,mean_age_in_STK_1_years_future,count_STK_in_1_years_future,total_fee_out_1_years_future,mean_fee_out_1_years_future,mean_age_out_1_years_future,total_fee_out_GK_1_years_future,mean_fee_out_GK_1_years_future,mean_age_out_GK_1_years_future,count_GK_out_1_years_future,total_fee_out_DEF_1_years_future,mean_fee_out_DEF_1_years_future,mean_age_out_DEF_1_years_future,count_DEF_out_1_years_future,total_fee_out_MID_1_years_future,mean_fee_out_MID_1_years_future,mean_age_out_MID_1_years_future,count_MID_out_1_years_future,total_fee_out_STK_1_years_future,mean_fee_out_STK_1_years_future,mean_age_out_STK_1_years_future,count_STK_out_1_years_future,PF_1_years_future,Rk_1_years_future,W_1_years_future,D_1_years_future,L_1_years_future,GF_1_years_future,GA_1_years_future,GD_1_years_future,Pts/MP_1_years_future,PF_next_1_years
Ligue 1,LOSC Lille,2012,22.5,3.75,20.333,0.0,0.0,0.0,0,2.5,2.5,19.0,1,12.7,6.35,21.0,2,7.3,2.433,20.333,3,41.2,20.6,24.0,0.0,0.0,0.0,0,6.2,6.2,27.0,1,0.0,0.0,0.0,0,35.0,35.0,21.0,1,6,16,14,8,59,40,19,1.63,0,2.95,1.475,22.5,0.0,0.0,0.0,0.0,2.95,1.475,22.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,10.5,23.25,0.0,0.0,0.0,0.0,21.3,10.65,23.5,2.0,8.7,8.7,26.0,1.0,12.0,12.0,20.0,1.0,0,3,20,11,7,46,26,20,1.87,0
Ligue 1,OGC Nice,2012,6.0,2.0,23.667,0.0,0.0,0.0,0,3.0,3.0,23.0,1,1.5,1.5,20.0,1,1.5,1.5,28.0,1,8.7,1.74,24.4,0.0,0.0,0.0,0,3.0,3.0,25.0,1,1.5,1.5,26.0,1,4.2,1.4,23.667,3,4,18,10,10,57,46,11,1.68,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,0,0,0,0.0,2
Ligue 1,Olympique Lyon,2012,8.75,2.917,26.667,0.0,0.0,0.0,0,5.75,2.875,26.5,2,3.0,3.0,27.0,1,0.0,0.0,0.0,0,30.1,4.3,24.286,12.6,12.6,25.0,1,9.0,4.5,23.5,2,5.0,1.667,26.0,3,3.5,3.5,20.0,1,3,19,10,9,61,38,23,1.76,0,4.0,1.333,28.667,0.0,0.0,0.0,0.0,3.0,1.5,27.5,2.0,0.0,0.0,0.0,0.0,1.0,1.0,31.0,1.0,24.5,6.125,27.0,0.0,0.0,0.0,0.0,13.3,6.65,24.5,2.0,4.0,4.0,29.0,1.0,7.2,7.2,30.0,1.0,0,5,17,10,11,56,44,12,1.61,0
Ligue 1,Olympique Marseille,2012,8.7,1.45,25.167,0.4,0.4,18.0,1,2.8,1.4,23.5,2,2.5,1.25,29.0,2,3.0,3.0,28.0,1,29.8,5.96,26.0,0.0,0.0,0.0,0,8.8,8.8,22.0,1,10.5,3.5,27.333,3,10.5,10.5,26.0,1,2,21,8,9,42,36,6,1.87,0,39.4,5.629,21.857,0.0,0.0,0.0,0.0,4.0,4.0,18.0,1.0,20.9,5.225,22.25,4.0,14.5,7.25,23.0,2.0,1.05,0.35,24.667,0.0,0.0,0.0,0.0,0.3,0.3,26.0,1.0,0.75,0.375,24.0,2.0,0.0,0.0,0.0,0.0,0,6,16,12,10,53,40,13,1.58,0
Ligue 1,Paris Saint-Germain,2012,151.0,25.167,24.5,0.0,0.0,0.0,0,48.0,24.0,25.5,2,12.0,12.0,19.0,1,91.0,30.333,25.667,3,4.75,2.375,28.0,0.0,0.0,0.0,0,2.75,2.75,28.0,1,0.0,0.0,0.0,0,2.0,2.0,28.0,1,1,25,8,5,69,23,46,2.18,0,135.9,33.975,23.0,0.0,0.0,0.0,0.0,46.4,23.2,19.0,2.0,25.0,25.0,28.0,1.0,64.5,64.5,26.0,1.0,26.5,13.25,24.5,0.0,0.0,0.0,0.0,19.0,19.0,23.0,1.0,0.0,0.0,0.0,0.0,7.5,7.5,26.0,1.0,0,1,27,8,3,84,23,61,2.34,0
Ligue 1,FC Girondins Bordeaux,2012,2.8,2.8,19.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,2.8,2.8,19.0,1,5.5,1.375,24.25,0.0,0.0,0.0,0,2.7,1.35,24.5,2,0.8,0.8,22.0,1,2.0,2.0,26.0,1,7,13,16,9,40,34,6,1.45,1,3.5,3.5,24.0,0.0,0.0,0.0,0.0,3.5,3.5,24.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,3.667,27.0,0.0,0.0,0.0,0.0,6.5,6.5,27.0,1.0,1.5,1.5,29.0,1.0,3.0,3.0,25.0,1.0,1,7,13,14,11,49,43,6,1.39,1
Ligue 1,FC Lorient,2012,10.0,3.333,22.667,0.0,0.0,0.0,0,0.0,0.0,0.0,0,10.0,3.333,22.667,3,0.0,0.0,0.0,0,5.0,2.5,28.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,5.0,2.5,28.0,2,0.0,0.0,0.0,0,8,14,11,13,57,58,-1,1.39,1,3.0,1.5,19.0,0.0,0.0,0.0,0.0,2.5,2.5,19.0,1.0,0.5,0.5,19.0,1.0,0.0,0.0,0.0,0.0,12.09,4.03,23.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,4.5,23.0,2.0,3.09,3.09,24.0,1.0,1,8,13,10,15,48,53,-5,1.29,1
Ligue 1,FC Toulouse,2012,1.0,1.0,26.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1.0,1.0,26.0,1,14.1,2.82,25.4,0.0,0.0,0.0,0,5.0,5.0,27.0,1,4.7,2.35,24.5,2,4.4,2.2,25.5,2,10,13,12,13,49,47,2,1.34,1,13.55,1.694,23.375,1.5,1.5,21.0,1.0,3.3,1.1,23.333,3.0,6.75,2.25,24.667,3.0,2.0,2.0,22.0,1.0,20.7,5.175,26.0,0.0,0.0,0.0,0.0,7.0,3.5,24.5,2.0,11.0,11.0,25.0,1.0,2.7,2.7,30.0,1.0,1,9,12,13,13,46,53,-7,1.29,1
Ligue 1,Montpellier HSC,2012,12.5,3.125,24.75,0.0,0.0,0.0,0,5.0,5.0,27.0,1,0.0,0.0,0.0,0,7.5,2.5,24.0,3,20.0,10.0,24.0,0.0,0.0,0.0,0,8.0,8.0,23.0,1,0.0,0.0,0.0,0,12.0,12.0,25.0,1,9,15,7,16,54,51,3,1.37,1,2.5,0.833,23.0,0.0,0.0,0.0,0.0,1.0,1.0,22.0,1.0,0.7,0.7,18.0,1.0,0.8,0.8,29.0,1.0,14.5,3.625,26.5,0.0,0.0,0.0,0.0,2.0,2.0,29.0,1.0,11.5,5.75,26.5,2.0,1.0,1.0,24.0,1.0,2,15,8,18,12,45,53,-8,1.11,2
Ligue 1,SC Bastia,2012,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,7.5,3.75,20.5,0.0,0.0,0.0,0,0.0,0.0,0.0,0,4.0,4.0,21.0,1,3.5,3.5,20.0,1,12,13,8,17,50,66,-16,1.24,1,1.8,0.9,25.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,23.0,1.0,0.8,0.8,28.0,1.0,2.2,2.2,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,2.2,24.0,1.0,0.0,0.0,0.0,0.0,1,10,13,10,15,42,56,-14,1.29,1
Ligue 1,Stade Reims,2012,3.35,0.838,23.75,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1.65,0.825,23.0,2,1.7,0.85,24.5,2,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,14,10,13,15,33,42,-9,1.13,1,3.13,0.782,23.5,0.0,0.0,0.0,0.0,0.03,0.03,21.0,1.0,0.6,0.6,23.0,1.0,2.5,1.25,25.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,11,12,12,14,44,52,-8,1.26,1
Ligue 1,Stade Rennais FC,2012,8.7,2.9,22.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,6.2,3.1,21.5,2,2.5,2.5,23.0,1,27.5,3.438,25.375,0.0,0.0,0.0,0,3.0,3.0,29.0,1,16.0,5.333,23.667,3,8.5,2.125,25.75,4,13,13,7,18,48,59,-11,1.21,1,15.05,1.881,25.375,0.0,0.0,0.0,0.0,2.0,2.0,25.0,1.0,5.75,1.917,28.667,3.0,7.3,1.825,23.0,4.0,16.6,2.371,24.143,0.0,0.0,0.0,0.0,8.5,2.833,22.333,3.0,0.0,0.0,0.0,0.0,8.1,2.025,25.5,4.0,1,12,11,13,14,47,45,2,1.21,1
Ligue 1,Valenciennes FC,2012,3.6,0.9,24.0,0.0,0.0,0.0,0,2.3,1.15,20.5,2,0.0,0.0,0.0,0,1.3,0.65,27.5,2,4.0,2.0,27.0,0.0,0.0,0.0,0,3.5,3.5,25.0,1,0.5,0.5,29.0,1,0.0,0.0,0.0,0,11,12,12,14,49,53,-4,1.26,1,1.2,0.6,22.5,0.0,0.0,0.0,0.0,0.5,0.5,23.0,1.0,0.0,0.0,0.0,0.0,0.7,0.7,22.0,1.0,6.0,2.0,25.667,0.0,0.0,0.0,0.0,5.0,2.5,23.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,31.0,1.0,2,19,7,8,23,37,65,-28,0.76,2
Ligue 1,AC Ajaccio,2012,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1.0,1.0,27.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1.0,1.0,27.0,1,0.0,0.0,0.0,0,17,9,15,14,39,51,-12,1.05,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,0,0,0,0.0,2
Ligue 1,AS Nancy-Lorraine,2012,4.7,1.175,21.25,0.0,0.0,0.0,0,1.2,1.2,21.0,1,1.5,0.75,21.0,2,2.0,2.0,22.0,1,6.5,3.25,21.5,0.0,0.0,0.0,0,2.5,2.5,20.0,1,4.0,4.0,23.0,1,0.0,0.0,0.0,0,18,9,11,18,38,58,-20,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,0,0,0,0.0,2
Ligue 1,ESTAC Troyes,2012,0.5,0.5,20.0,0.0,0.0,0.0,0,0.5,0.5,20.0,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,4.45,1.483,24.0,0.0,0.0,0.0,0,2.5,2.5,19.0,1,1.2,1.2,29.0,1,0.75,0.75,24.0,1,19,8,13,17,43,61,-18,0.97,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,0,0,0,0.0,2
Ligue 1,FC Sochaux-Montbéliard,2012,7.75,1.55,24.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,4.75,2.375,24.0,2,3.0,1.0,24.0,3,16.86,4.215,24.0,0.0,0.0,0.0,0,0.75,0.75,28.0,1,10.0,10.0,24.0,1,6.11,3.055,22.0,2,15,10,11,17,41,57,-16,1.08,2,3.15,1.05,24.667,0.0,0.0,0.0,0.0,1.4,0.7,25.0,2.0,1.75,1.75,24.0,1.0,0.0,0.0,0.0,0.0,2.5,1.25,23.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,23.0,1.0,1.5,1.5,24.0,1.0,2,18,10,10,18,37,61,-24,1.05,2
Ligue 1,FC Évian Thonon Gaillard,2012,1.6,0.8,21.5,0.0,0.0,0.0,0,0.4,0.4,20.0,1,1.2,1.2,23.0,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,16,10,10,18,46,53,-7,1.05,2,2.6,0.867,24.333,0.0,0.0,0.0,0.0,0.3,0.3,26.0,1.0,0.8,0.8,25.0,1.0,1.5,1.5,22.0,1.0,8.5,1.7,23.6,0.0,0.0,0.0,0.0,0.5,0.5,21.0,1.0,3.7,1.85,23.0,2.0,4.3,2.15,25.5,2.0,1,14,11,11,16,39,51,-12,1.16,1
Ligue 1,Stade Brestois 29,2012,2.45,1.225,24.5,1.2,1.2,27.0,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1.25,1.25,22.0,1,1.5,0.75,24.5,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.5,0.5,23.0,1,1.0,1.0,26.0,1,20,8,5,25,32,62,-30,0.76,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,0,0,0,0.0,2
Ligue 1,AS Monaco,2013,160.7,16.07,22.8,0.0,0.0,0.0,0,7.7,2.567,21.667,3,95.0,23.75,24.0,4,58.0,19.333,22.333,3,5.55,1.85,27.333,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1.8,0.9,27.5,2,3.75,3.75,27.0,1,2,23,11,4,63,31,32,2.11,0,39.75,9.938,20.75,3.0,3.0,20.0,1.0,13.0,13.0,24.0,1.0,23.75,11.875,19.5,2.0,0.0,0.0,0.0,0.0,89.12,22.28,25.25,0.0,0.0,0.0,0.0,0.2,0.2,26.0,1.0,75.0,75.0,23.0,1.0,13.92,6.96,26.0,2.0,0,3,20,11,7,51,26,25,1.87,0
Ligue 1,AS Saint-Étienne,2013,16.6,2.767,25.0,0.0,0.0,0.0,0,7.0,2.333,25.667,3,5.0,5.0,26.0,1,4.5,4.5,26.0,1,42.95,8.59,23.0,0.0,0.0,0.0,0,19.6,9.8,20.5,2,10.0,10.0,22.0,1,13.35,6.675,26.0,2,4,20,9,9,56,34,22,1.82,0,4.0,4.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,24.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5,19,12,7,51,30,21,1.82,0
Ligue 1,LOSC Lille,2013,2.95,1.475,22.5,0.0,0.0,0.0,0,2.95,1.475,22.5,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0,42.0,10.5,23.25,0.0,0.0,0.0,0,21.3,10.65,23.5,2,8.7,8.7,26.0,1,12.0,12.0,20.0,1,3,20,11,7,46,26,20,1.87,0,7.8,2.6,21.333,0.0,0.0,0.0,0.0,1.8,1.8,23.0,1.0,0.0,0.0,0.0,0.0,6.0,3.0,20.5,2.0,19.73,6.577,24.0,0.0,0.0,0.0,0.0,5.3,5.3,24.0,1.0,0.0,0.0,0.0,0.0,14.43,7.215,24.0,2.0,1,8,16,8,14,43,42,1,1.47,1
Ligue 1,Olympique Lyon,2013,4.0,1.333,28.667,0.0,0.0,0.0,0,3.0,1.5,27.5,2,0.0,0.0,0.0,0,1.0,1.0,31.0,1,24.5,6.125,27.0,0.0,0.0,0.0,0,13.3,6.65,24.5,2,4.0,4.0,29.0,1,7.2,7.2,30.0,1,5,17,10,11,56,44,12,1.61,0,5.65,1.883,23.333,0.0,0.0,0.0,0.0,3.0,1.5,26.0,2.0,0.0,0.0,0.0,0.0,2.65,2.65,18.0,1.0,1.5,0.75,20.5,0.0,0.0,0.0,0.0,1.0,1.0,20.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5,21.0,1.0,0,2,22,9,7,72,33,39,1.97,0
Ligue 1,Olympique Marseille,2013,39.4,5.629,21.857,0.0,0.0,0.0,0,4.0,4.0,18.0,1,20.9,5.225,22.25,4,14.5,7.25,23.0,2,1.05,0.35,24.667,0.0,0.0,0.0,0,0.3,0.3,26.0,1,0.75,0.375,24.0,2,0.0,0.0,0.0,0,6,16,12,10,53,40,13,1.58,0,20.5,5.125,22.25,0.0,0.0,0.0,0.0,5.0,5.0,19.0,1.0,4.5,4.5,25.0,1.0,11.0,5.5,22.5,2.0,17.5,3.5,25.8,0.0,0.0,0.0,0.0,5.0,5.0,24.0,1.0,8.0,4.0,29.0,2.0,4.5,2.25,23.5,2.0,0,4,21,6,11,76,42,34,1.82,0
Ligue 1,Paris Saint-Germain,2013,135.9,33.975,23.0,0.0,0.0,0.0,0,46.4,23.2,19.0,2,25.0,25.0,28.0,1,64.5,64.5,26.0,1,26.5,13.25,24.5,0.0,0.0,0.0,0,19.0,19.0,23.0,1,0.0,0.0,0.0,0,7.5,7.5,26.0,1,1,27,8,3,84,23,61,2.34,0,49.5,49.5,27.0,0.0,0.0,0.0,0.0,49.5,49.5,27.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,1.1,28.5,0.0,0.0,0.0,0.0,1.5,1.5,30.0,1.0,0.7,0.7,27.0,1.0,0.0,0.0,0.0,0.0,0,1,24,11,3,83,36,47,2.18,0
Ligue 1,FC Girondins Bordeaux,2013,3.5,3.5,24.0,0.0,0.0,0.0,0,3.5,3.5,24.0,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,11.0,3.667,27.0,0.0,0.0,0.0,0,6.5,6.5,27.0,1,1.5,1.5,29.0,1,3.0,3.0,25.0,1,7,13,14,11,49,43,6,1.39,1,7.7,1.54,24.4,0.0,0.0,0.0,0.0,1.5,0.75,25.0,2.0,0.7,0.7,27.0,1.0,5.5,2.75,22.5,2.0,4.5,2.25,22.5,0.0,0.0,0.0,0.0,3.5,3.5,25.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,20.0,1.0,0,6,17,12,9,47,44,3,1.66,0
Ligue 1,FC Lorient,2013,3.0,1.5,19.0,0.0,0.0,0.0,0,2.5,2.5,19.0,1,0.5,0.5,19.0,1,0.0,0.0,0.0,0,12.09,4.03,23.333,0.0,0.0,0.0,0,0.0,0.0,0.0,0,9.0,4.5,23.0,2,3.09,3.09,24.0,1,8,13,10,15,48,53,-5,1.29,1,8.45,2.112,22.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.95,20.0,1.0,7.5,2.5,23.333,3.0,19.2,4.8,25.25,0.0,0.0,0.0,0.0,6.3,6.3,26.0,1.0,0.2,0.2,22.0,1.0,12.7,6.35,26.5,2.0,2,16,12,7,19,44,50,-6,1.13,2
Ligue 1,FC Nantes,2013,3.35,0.67,26.6,0.0,0.0,0.0,0,1.2,0.6,29.0,2,0.8,0.8,26.0,1,1.35,0.675,24.5,2,0.5,0.5,29.0,0.0,0.0,0.0,0,0.5,0.5,29.0,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,13,12,10,16,38,43,-5,1.21,1,0.42,0.42,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.42,27.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,14,11,12,15,29,40,-11,1.18,1
Ligue 1,FC Toulouse,2013,13.55,1.694,23.375,1.5,1.5,21.0,1,3.3,1.1,23.333,3,6.75,2.25,24.667,3,2.0,2.0,22.0,1,20.7,5.175,26.0,0.0,0.0,0.0,0,7.0,3.5,24.5,2,11.0,11.0,25.0,1,2.7,2.7,30.0,1,9,12,13,13,46,53,-7,1.29,1,3.0,1.0,24.667,0.0,0.0,0.0,0.0,1.0,1.0,27.0,1.0,1.2,1.2,25.0,1.0,0.8,0.8,22.0,1.0,13.7,6.85,25.5,0.0,0.0,0.0,0.0,13.0,13.0,24.0,1.0,0.0,0.0,0.0,0.0,0.7,0.7,27.0,1.0,2,17,12,6,20,43,64,-21,1.11,2
Ligue 1,FC Évian Thonon Gaillard,2013,2.6,0.867,24.333,0.0,0.0,0.0,0,0.3,0.3,26.0,1,0.8,0.8,25.0,1,1.5,1.5,22.0,1,8.5,1.7,23.6,0.0,0.0,0.0,0,0.5,0.5,21.0,1,3.7,1.85,23.0,2,4.3,2.15,25.5,2,14,11,11,16,39,51,-12,1.16,1,2.25,1.125,25.5,0.25,0.25,25.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,26.0,1.0,3.0,3.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,26.0,1.0,2,18,11,4,23,41,62,-21,0.97,2
Ligue 1,SC Bastia,2013,1.8,0.9,25.5,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1.0,1.0,23.0,1,0.8,0.8,28.0,1,2.2,2.2,24.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,2.2,2.2,24.0,1,0.0,0.0,0.0,0,10,13,10,15,42,56,-14,1.29,1,0.1,0.1,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,19.0,1.0,2.0,2.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,23.0,1.0,1,12,12,11,15,37,46,-9,1.24,1
Ligue 1,Stade Reims,2013,3.13,0.782,23.5,0.0,0.0,0.0,0,0.03,0.03,21.0,1,0.6,0.6,23.0,1,2.5,1.25,25.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,11,12,12,14,44,52,-8,1.26,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,5.5,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,5.5,24.0,1.0,0.0,0.0,0.0,0.0,2,15,12,8,18,47,66,-19,1.16,2
Ligue 1,Stade Rennais FC,2013,15.05,1.881,25.375,0.0,0.0,0.0,0,2.0,2.0,25.0,1,5.75,1.917,28.667,3,7.3,1.825,23.0,4,16.6,2.371,24.143,0.0,0.0,0.0,0,8.5,2.833,22.333,3,0.0,0.0,0.0,0,8.1,2.025,25.5,4,12,11,13,14,47,45,2,1.21,1,15.14,1.514,23.5,0.3,0.3,18.0,1.0,7.44,1.86,23.5,4.0,2.6,1.3,23.5,2.0,4.8,1.6,25.333,3.0,20.5,5.125,23.25,0.0,0.0,0.0,0.0,2.5,2.5,21.0,1.0,8.0,8.0,19.0,1.0,10.0,5.0,26.5,2.0,1,9,13,11,14,35,42,-7,1.32,1
Ligue 1,EA Guingamp,2013,1.2,0.6,24.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.7,0.7,23.0,1,0.5,0.5,25.0,1,7.5,7.5,20.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,7.5,7.5,20.0,1,0.0,0.0,0.0,0,16,11,9,18,34,42,-8,1.11,2,2.56,0.853,25.667,0.5,0.5,25.0,1.0,0.0,0.0,0.0,0.0,0.16,0.16,28.0,1.0,1.9,1.9,24.0,1.0,2.5,2.5,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,2.5,28.0,1.0,1,10,15,4,19,41,55,-14,1.29,1
Ligue 1,FC Sochaux-Montbéliard,2013,3.15,1.05,24.667,0.0,0.0,0.0,0,1.4,0.7,25.0,2,1.75,1.75,24.0,1,0.0,0.0,0.0,0,2.5,1.25,23.5,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1.0,1.0,23.0,1,1.5,1.5,24.0,1,18,10,10,18,37,61,-24,1.05,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,0,0,0,0.0,2
Ligue 1,Montpellier HSC,2013,2.5,0.833,23.0,0.0,0.0,0.0,0,1.0,1.0,22.0,1,0.7,0.7,18.0,1,0.8,0.8,29.0,1,14.5,3.625,26.5,0.0,0.0,0.0,0,2.0,2.0,29.0,1,11.5,5.75,26.5,2,1.0,1.0,24.0,1,15,8,18,12,45,53,-8,1.11,2,4.0,1.333,23.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,24.0,1.0,3.5,1.75,23.5,2.0,15.9,7.95,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.9,7.95,24.0,2.0,0.0,0.0,0.0,0.0,1,7,16,8,14,46,39,7,1.47,1
