league_name,club_name,year,Rk,PF,W,D,L,GF,GA,GD,Pts/MP,PF_next_3_years
Serie A,Atalanta BC,2012,15,2,11,9,18,39,56,-17,1.05,1
Serie A,Genoa CFC,2012,17,2,8,14,16,38,52,-14,1.0,1
Serie A,Pescara Calcio,2012,20,2,6,4,28,27,84,-57,0.58,2
Serie A,Torino FC,2012,16,2,8,16,14,46,55,-9,1.03,1
Serie A,US Palermo,2012,18,2,6,14,18,34,54,-20,0.84,2
Serie A,ACF Fiorentina,2013,4,0,19,8,11,65,44,21,1.71,1
Serie A,AS Roma,2013,2,0,26,7,5,72,25,47,2.24,0
Serie A,FC Internazionale,2013,5,0,15,15,8,62,39,23,1.58,1
Serie A,Juventus FC,2013,1,0,33,3,2,80,23,57,2.68,0
Serie A,Parma Calcio 1913,2013,6,0,15,13,10,58,46,12,1.53,2
Serie A,SSC Napoli,2013,3,0,23,9,6,77,39,38,2.05,0
Serie A,AC Milan,2013,8,1,16,9,13,57,49,8,1.5,0
Serie A,Atalanta BC,2013,11,1,15,5,18,43,51,-8,1.32,0
Serie A,Genoa CFC,2013,14,1,11,11,16,41,50,-9,1.16,2
Serie A,Hellas Verona,2013,10,1,16,6,16,62,68,-6,1.42,2
Serie A,SS Lazio,2013,9,1,15,11,12,54,54,0,1.47,0
Serie A,Torino FC,2013,7,1,15,12,11,58,48,10,1.5,1
Serie A,UC Sampdoria,2013,12,1,12,9,17,48,62,-14,1.18,1
Serie A,Udinese Calcio,2013,13,1,12,8,18,46,57,-11,1.16,1
Serie A,AS Livorno,2013,20,2,6,7,25,39,77,-38,0.66,2
Serie A,Bologna FC 1909,2013,19,2,5,14,19,28,58,-30,0.76,2
Serie A,Cagliari Calcio,2013,15,2,9,12,17,34,53,-19,1.03,1
Serie A,Catania SSD,2013,18,2,8,8,22,34,66,-32,0.84,2
Serie A,Chievo Verona,2013,16,2,10,6,22,34,54,-20,0.95,1
Serie A,US Sassuolo,2013,17,2,9,7,22,43,72,-29,0.89,1
Serie A,ACF Fiorentina,2014,4,0,18,10,10,61,46,15,1.68,1
Serie A,AS Roma,2014,2,0,19,13,6,54,31,23,1.84,0
Serie A,Genoa CFC,2014,6,0,16,11,11,62,47,15,1.55,1
Serie A,Juventus FC,2014,1,0,26,9,3,72,24,48,2.29,0
Serie A,SS Lazio,2014,3,0,21,6,11,71,38,33,1.82,0
Serie A,SSC Napoli,2014,5,0,18,9,11,70,54,16,1.66,0
Serie A,AC Milan,2014,10,1,13,13,12,56,50,6,1.37,0
Serie A,Chievo Verona,2014,14,1,10,13,15,28,41,-13,1.13,1
Serie A,FC Internazionale,2014,8,1,14,13,11,59,48,11,1.45,0
Serie A,Hellas Verona,2014,13,1,11,13,14,49,65,-16,1.21,2
Serie A,Torino FC,2014,9,1,14,12,12,48,45,3,1.42,1
Serie A,UC Sampdoria,2014,7,1,13,17,8,48,42,6,1.47,1
Serie A,US Palermo,2014,11,1,12,13,13,53,55,-2,1.29,2
Serie A,US Sassuolo,2014,12,1,12,13,13,49,57,-8,1.29,1
Serie A,AC Cesena,2014,19,2,4,12,22,36,73,-37,0.63,2
Serie A,Atalanta BC,2014,17,2,7,16,15,38,57,-19,0.97,1
Serie A,Cagliari Calcio,2014,18,2,8,10,20,48,68,-20,0.89,2
Serie A,Empoli FC,2014,15,2,8,18,12,46,52,-6,1.11,2
Serie A,Parma Calcio 1913,2014,20,2,6,8,24,33,75,-42,0.5,2
Serie A,Udinese Calcio,2014,16,2,10,11,17,43,56,-13,1.08,1
Serie A,ACF Fiorentina,2015,5,0,18,10,10,60,42,18,1.68,2
Serie A,AS Roma,2015,3,0,23,11,4,83,41,42,2.11,0
Serie A,FC Internazionale,2015,4,0,20,7,11,50,38,12,1.76,0
Serie A,Juventus FC,2015,1,0,29,4,5,75,20,55,2.39,0
Serie A,SSC Napoli,2015,2,0,25,7,6,80,32,48,2.16,0
Serie A,US Sassuolo,2015,6,0,16,13,9,49,40,9,1.61,1
Serie A,AC Milan,2015,7,1,15,12,11,49,43,6,1.5,0
Serie A,Atalanta BC,2015,13,1,11,12,15,41,47,-6,1.18,0
Serie A,Bologna FC 1909,2015,14,1,11,9,18,33,45,-12,1.11,1
Serie A,Chievo Verona,2015,9,1,13,11,14,43,45,-2,1.32,2
Serie A,Empoli FC,2015,10,1,12,10,16,40,49,-9,1.21,2
Serie A,Genoa CFC,2015,11,1,13,7,18,45,48,-3,1.21,2
Serie A,SS Lazio,2015,8,1,15,9,14,52,52,0,1.42,1
Serie A,Torino FC,2015,12,1,12,9,17,52,55,-3,1.18,1
Serie A,Carpi FC 1909,2015,18,2,9,11,18,37,57,-20,1.0,2
Serie A,Frosinone Calcio,2015,19,2,8,7,23,35,76,-41,0.82,2
Serie A,Hellas Verona,2015,20,2,5,13,20,34,63,-29,0.74,2
Serie A,UC Sampdoria,2015,15,2,10,10,18,48,61,-13,1.05,1
Serie A,US Palermo,2015,16,2,10,9,19,38,65,-27,1.03,2
Serie A,Udinese Calcio,2015,17,2,10,9,19,35,60,-25,1.03,1
Serie A,AC Milan,2016,6,0,18,9,11,57,45,12,1.66,0
Serie A,AS Roma,2016,2,0,28,3,7,90,38,52,2.29,0
Serie A,Atalanta BC,2016,4,0,21,9,8,62,41,21,1.89,0
Serie A,Juventus FC,2016,1,0,29,4,5,77,27,50,2.39,0
Serie A,SS Lazio,2016,5,0,21,7,10,74,51,23,1.84,0
Serie A,SSC Napoli,2016,3,0,26,8,4,94,39,55,2.26,1
Serie A,ACF Fiorentina,2016,8,1,16,12,10,63,57,6,1.58,1
Serie A,Cagliari Calcio,2016,11,1,14,5,19,55,76,-21,1.24,1
Serie A,Chievo Verona,2016,14,1,12,7,19,43,61,-18,1.13,2
Serie A,FC Internazionale,2016,7,1,19,5,14,72,49,23,1.63,0
Serie A,Torino FC,2016,9,1,13,14,11,71,66,5,1.39,2
Serie A,UC Sampdoria,2016,10,1,12,12,14,49,55,-6,1.26,2
Serie A,US Sassuolo,2016,12,1,13,7,18,58,63,-5,1.21,1
Serie A,Udinese Calcio,2016,13,1,12,9,17,47,56,-9,1.18,1
Serie A,Bologna FC 1909,2016,15,2,11,8,19,40,58,-18,1.08,1
Serie A,Empoli FC,2016,18,2,8,8,22,29,61,-32,0.84,2
Serie A,FC Crotone,2016,17,2,9,7,22,34,58,-24,0.89,2
Serie A,Genoa CFC,2016,16,2,9,9,20,38,64,-26,0.95,2
Serie A,Pescara Calcio,2016,20,2,3,9,26,37,81,-44,0.47,2
Serie A,US Palermo,2016,19,2,6,8,24,33,77,-44,0.68,2
