league_name,club_name,year,total_fee_in,mean_fee_in,mean_age_in,total_fee_in_GK,mean_fee_in_GK,mean_age_in_GK,count_GK_in,total_fee_in_DEF,mean_fee_in_DEF,mean_age_in_DEF,count_DEF_in,total_fee_in_MID,mean_fee_in_MID,mean_age_in_MID,count_MID_in,total_fee_in_STK,mean_fee_in_STK,mean_age_in_STK,count_STK_in,total_fee_out,mean_fee_out,mean_age_out,total_fee_out_GK,mean_fee_out_GK,mean_age_out_GK,count_GK_out,total_fee_out_DEF,mean_fee_out_DEF,mean_age_out_DEF,count_DEF_out,total_fee_out_MID,mean_fee_out_MID,mean_age_out_MID,count_MID_out,total_fee_out_STK,mean_fee_out_STK,mean_age_out_STK,count_STK_out,total_fee_in_1_years_future,mean_fee_in_1_years_future,mean_age_in_1_years_future,total_fee_in_GK_1_years_future,mean_fee_in_GK_1_years_future,mean_age_in_GK_1_years_future,count_GK_in_1_years_future,total_fee_in_DEF_1_years_future,mean_fee_in_DEF_1_years_future,mean_age_in_DEF_1_years_future,count_DEF_in_1_years_future,total_fee_in_MID_1_years_future,mean_fee_in_MID_1_years_future,mean_age_in_MID_1_years_future,count_MID_in_1_years_future,total_fee_in_STK_1_years_future,mean_fee_in_STK_1_years_future,mean_age_in_STK_1_years_future,count_STK_in_1_years_future,total_fee_out_1_years_future,mean_fee_out_1_years_future,mean_age_out_1_years_future,total_fee_out_GK_1_years_future,mean_fee_out_GK_1_years_future,mean_age_out_GK_1_years_future,count_GK_out_1_years_future,total_fee_out_DEF_1_years_future,mean_fee_out_DEF_1_years_future,mean_age_out_DEF_1_years_future,count_DEF_out_1_years_future,total_fee_out_MID_1_years_future,mean_fee_out_MID_1_years_future,mean_age_out_MID_1_years_future,count_MID_out_1_years_future,total_fee_out_STK_1_years_future,mean_fee_out_STK_1_years_future,mean_age_out_STK_1_years_future,count_STK_out_1_years_future,PF
Ligue 1,Dijon FCO,2016,3.15,0.788,24.0,0.0,0.0,0.0,0,1.4,0.7,25.0,2,0.25,0.25,24.0,1,1.5,1.5,22.0,1,1.25,1.25,24.0,0.0,0.0,0.0,0,1.25,1.25,24.0,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,5.5,1.375,25.5,0.0,0.0,0.0,0.0,2.0,1.0,27.5,2.0,0.0,0.0,0.0,0.0,3.5,1.75,23.5,2.0,15.0,5.0,23.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,24.0,1.0,11.0,5.5,23.0,2.0,2
Ligue 1,FC Lorient,2016,8.6,1.433,23.667,0.0,0.0,0.0,0,4.7,1.567,24.0,3,3.0,1.5,24.0,2,0.9,0.9,22.0,1,32.15,10.717,23.0,0.0,0.0,0.0,0,12.0,12.0,22.0,1,20.0,20.0,22.0,1,0.15,0.15,25.0,1,8.6,1.433,23.667,0.0,0.0,0.0,0.0,4.7,1.567,24.0,3.0,3.0,1.5,24.0,2.0,0.9,0.9,22.0,1.0,32.15,10.717,23.0,0.0,0.0,0.0,0.0,12.0,12.0,22.0,1.0,20.0,20.0,22.0,1.0,0.15,0.15,25.0,1.0,2
Ligue 1,Montpellier HSC,2016,6.4,1.6,21.5,0.0,0.0,0.0,0,3.0,1.5,21.0,2,0.0,0.0,0.0,0,3.4,1.7,22.0,2,19.4,4.85,25.25,0.0,0.0,0.0,0,0.0,0.0,0.0,0,19.4,4.85,25.25,4,0.0,0.0,0.0,0,5.7,1.9,26.667,2.5,2.5,26.0,1.0,1.0,1.0,26.0,1.0,0.0,0.0,0.0,0.0,2.2,2.2,28.0,1.0,20.8,6.933,24.333,0.0,0.0,0.0,0.0,0.8,0.8,24.0,1.0,7.0,7.0,27.0,1.0,13.0,13.0,22.0,1.0,2
Ligue 1,SC Bastia,2016,0.25,0.25,23.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.25,0.25,23.0,1,0.0,0.0,0.0,0,7.0,1.75,24.25,0.0,0.0,0.0,0,2.0,2.0,26.0,1,0.0,0.0,0.0,0,5.0,1.667,23.667,3,0.25,0.25,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,23.0,1.0,0.0,0.0,0.0,0.0,7.0,1.75,24.25,0.0,0.0,0.0,0.0,2.0,2.0,26.0,1.0,0.0,0.0,0.0,0.0,5.0,1.667,23.667,3.0,2
Ligue 1,SM Caen,2016,4.25,1.417,25.333,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.75,0.75,23.0,1,3.5,1.75,26.5,2,11.0,5.5,24.0,0.0,0.0,0.0,0,3.0,3.0,24.0,1,0.0,0.0,0.0,0,8.0,8.0,24.0,1,6.95,1.158,22.0,0.0,0.0,0.0,0.0,3.5,1.75,22.0,2.0,2.85,0.95,23.333,3.0,0.6,0.6,18.0,1.0,6.0,6.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,19.0,1.0,0.0,0.0,0.0,0.0,2
Ligue 1,AS Monaco,2017,122.4,15.3,21.25,0.0,0.0,0.0,0,15.0,15.0,23.0,1,33.0,16.5,21.5,2,74.4,14.88,20.8,5,199.5,22.167,23.667,0.0,0.0,0.0,0,62.5,31.25,22.0,2,90.0,45.0,22.0,2,47.0,9.4,25.0,5,145.85,10.418,24.214,0.0,0.0,0.0,0.0,49.0,9.8,24.4,5.0,60.65,12.13,26.6,5.0,36.2,9.05,21.0,4.0,367.25,30.604,23.25,0.0,0.0,0.0,0.0,24.15,6.038,22.0,4.0,134.1,33.525,25.25,4.0,209.0,52.25,22.5,4.0,0
Ligue 1,FC Girondins Bordeaux,2017,32.6,4.075,24.375,0.0,0.0,0.0,0,8.0,2.667,24.667,3,8.5,4.25,23.0,2,16.1,5.367,25.0,3,28.25,3.139,24.222,0.0,0.0,0.0,0,4.0,1.333,25.667,3,1.0,1.0,21.0,1,23.25,4.65,24.0,5,21.46,3.577,20.333,0.0,0.0,0.0,0.0,0.77,0.77,18.0,1.0,9.3,4.65,19.5,2.0,11.39,3.797,21.667,3.0,50.7,12.675,24.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.7,12.675,24.25,4.0,0
Ligue 1,Olympique Lyon,2017,58.05,6.45,21.556,0.0,0.0,0.0,0,17.05,4.262,22.5,4,12.0,6.0,20.0,2,29.0,9.667,21.333,3,119.55,14.944,25.75,0.0,0.0,0.0,0,18.25,6.083,25.0,3,48.3,12.075,26.25,4,53.0,53.0,26.0,1,46.45,9.29,20.4,0.0,0.0,0.0,0.0,11.45,5.725,20.5,2.0,8.0,8.0,21.0,1.0,27.0,13.5,20.0,2.0,90.1,10.011,22.0,0.0,0.0,0.0,0.0,18.5,9.25,24.5,2.0,8.0,8.0,24.0,1.0,63.6,10.6,20.833,6.0,0
Ligue 1,Olympique Marseille,2017,62.0,7.75,27.25,3.0,3.0,32.0,1,8.0,4.0,27.0,2,10.0,10.0,29.0,1,41.0,10.25,25.75,4,2.75,1.375,26.5,0.0,0.0,0.0,0,2.75,1.375,26.5,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0,66.0,16.5,23.75,0.0,0.0,0.0,0.0,29.0,14.5,22.5,2.0,25.0,25.0,28.0,1.0,12.0,12.0,22.0,1.0,32.85,10.95,24.333,0.0,0.0,0.0,0.0,2.0,2.0,23.0,1.0,30.85,15.425,25.0,2.0,0.0,0.0,0.0,0.0,0
Ligue 1,Paris Saint-Germain,2017,238.0,119.0,26.0,0.0,0.0,0.0,0,16.0,16.0,27.0,1,0.0,0.0,0.0,0,222.0,222.0,25.0,1,98.4,19.68,24.6,0.0,0.0,0.0,0,29.0,14.5,24.0,2,25.0,25.0,30.0,1,44.4,22.2,22.5,2,262.0,65.5,22.25,0.0,0.0,0.0,0.0,42.0,21.0,23.0,2.0,40.0,40.0,24.0,1.0,180.0,180.0,19.0,1.0,114.0,14.25,23.25,0.0,0.0,0.0,0.0,24.0,24.0,28.0,1.0,34.7,8.675,24.25,4.0,55.3,18.433,20.333,3.0,0
Ligue 1,Stade Rennais FC,2017,53.9,6.738,22.25,3.0,3.0,25.0,1,9.4,4.7,21.5,2,11.5,5.75,20.5,2,30.0,10.0,23.0,3,15.8,2.633,25.667,0.0,0.0,0.0,0,1.0,1.0,26.0,1,1.1,0.55,28.5,2,13.7,4.567,23.667,3,18.0,4.5,23.25,0.0,0.0,0.0,0.0,3.0,3.0,22.0,1.0,4.0,4.0,27.0,1.0,11.0,5.5,22.0,2.0,18.5,9.25,22.5,0.0,0.0,0.0,0.0,13.5,13.5,21.0,1.0,0.0,0.0,0.0,0.0,5.0,5.0,24.0,1.0,0
Ligue 1,AS Saint-Étienne,2017,19.3,3.86,21.8,0.0,0.0,0.0,0,3.3,1.65,22.5,2,5.0,5.0,19.0,1,11.0,5.5,22.5,2,15.5,3.1,26.0,0.0,0.0,0.0,0,9.0,9.0,25.0,1,4.0,2.0,27.5,2,2.5,1.25,25.0,2,15.0,5.0,25.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,28.0,1.0,9.0,4.5,24.5,2.0,18.7,3.74,24.6,0.0,0.0,0.0,0.0,12.2,4.067,24.0,3.0,6.5,3.25,25.5,2.0,0.0,0.0,0.0,0.0,1
Ligue 1,Amiens SC,2017,6.63,1.658,24.0,0.0,0.0,0.0,0,0.13,0.13,23.0,1,2.0,2.0,24.0,1,4.5,2.25,24.5,2,8.0,4.0,21.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,2.0,2.0,20.0,1,6.0,6.0,22.0,1,7.49,1.872,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,2.25,24.0,2.0,2.99,1.495,24.0,2.0,10.0,3.333,23.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,4.5,23.0,2.0,1.0,1.0,24.0,1.0,1
Ligue 1,Angers SCO,2017,12.4,2.48,21.6,0.0,0.0,0.0,0,0.0,0.0,0.0,0,3.4,1.7,20.5,2,9.0,3.0,22.333,3,26.0,8.667,22.333,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,26.0,8.667,22.333,3,4.45,0.89,24.0,0.0,0.0,0.0,0.0,0.05,0.05,24.0,1.0,2.6,1.3,23.5,2.0,1.8,0.9,24.5,2.0,21.0,10.5,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,10.5,24.0,2.0,1
Ligue 1,Dijon FCO,2017,5.5,1.375,25.5,0.0,0.0,0.0,0,2.0,1.0,27.5,2,0.0,0.0,0.0,0,3.5,1.75,23.5,2,15.0,5.0,23.333,0.0,0.0,0.0,0,0.0,0.0,0.0,0,4.0,4.0,24.0,1,11.0,5.5,23.0,2,9.2,2.3,23.25,1.6,1.6,23.0,1.0,1.6,1.6,22.0,1.0,0.0,0.0,0.0,0.0,6.0,3.0,24.0,2.0,4.0,4.0,27.0,4.0,4.0,27.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Ligue 1,EA Guingamp,2017,1.375,0.458,21.0,0.0,0.0,0.0,0,0.55,0.55,22.0,1,0.225,0.225,22.0,1,0.6,0.6,19.0,1,1.45,0.483,25.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.5,0.5,25.0,1,0.95,0.475,25.0,2,3.5,1.75,22.0,0.0,0.0,0.0,0.0,2.5,2.5,19.0,1.0,1.0,1.0,25.0,1.0,0.0,0.0,0.0,0.0,4.0,4.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,27.0,1.0,0.0,0.0,0.0,0.0,1
Ligue 1,FC Nantes,2017,11.3,2.825,27.5,2.5,2.5,31.0,1,4.3,2.15,27.0,2,0.0,0.0,0.0,0,4.5,4.5,25.0,1,10.0,3.333,27.333,1.0,1.0,29.0,1,0.0,0.0,0.0,0,9.0,4.5,26.5,2,0.0,0.0,0.0,0,14.35,2.392,25.333,0.0,0.0,0.0,0.0,2.8,0.933,25.667,3.0,3.3,1.65,25.5,2.0,8.25,8.25,24.0,1.0,22.2,7.4,24.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.2,7.4,24.5,3.0,1
Ligue 1,Montpellier HSC,2017,5.7,1.9,26.667,2.5,2.5,26.0,1,1.0,1.0,26.0,1,0.0,0.0,0.0,0,2.2,2.2,28.0,1,20.8,6.933,24.333,0.0,0.0,0.0,0,0.8,0.8,24.0,1,7.0,7.0,27.0,1,13.0,13.0,22.0,1,10.15,1.692,24.0,0.0,0.0,0.0,0.0,3.55,1.183,22.0,3.0,3.6,1.8,27.0,2.0,3.0,3.0,24.0,1.0,25.5,6.375,23.0,0.0,0.0,0.0,0.0,21.0,10.5,22.5,2.0,0.0,0.0,0.0,0.0,4.5,2.25,23.5,2.0,1
Ligue 1,OGC Nice,2017,26.3,4.383,21.167,0.0,0.0,0.0,0,3.5,3.5,21.0,1,12.8,3.2,21.5,4,10.0,10.0,20.0,1,27.5,9.167,23.333,0.0,0.0,0.0,0,21.0,21.0,23.0,1,6.5,3.25,23.5,2,0.0,0.0,0.0,0,28.0,7.0,22.0,0.0,0.0,0.0,0.0,8.0,4.0,23.5,2.0,10.0,10.0,22.0,1.0,10.0,10.0,19.0,1.0,61.7,12.34,25.4,0.0,0.0,0.0,0.0,7.0,3.5,27.0,2.0,30.0,30.0,26.0,1.0,24.7,12.35,23.5,2.0,1
Ligue 1,FC Metz,2017,3.6,1.8,27.5,0.0,0.0,0.0,0,2.5,2.5,28.0,1,0.0,0.0,0.0,0,1.1,1.1,27.0,1,22.85,4.57,23.8,0.0,0.0,0.0,0,2.7,2.7,25.0,1,3.15,1.05,25.0,3,17.0,17.0,19.0,1,3.6,1.8,27.5,0.0,0.0,0.0,0.0,2.5,2.5,28.0,1.0,0.0,0.0,0.0,0.0,1.1,1.1,27.0,1.0,22.85,4.57,23.8,0.0,0.0,0.0,0.0,2.7,2.7,25.0,1.0,3.15,1.05,25.0,3.0,17.0,17.0,19.0,1.0,2
Ligue 1,FC Toulouse,2017,3.5,3.5,21.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,3.5,3.5,21.0,1,13.0,3.25,25.5,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.95,0.475,25.5,2,12.05,6.025,25.5,2,18.45,2.636,26.143,4.0,4.0,27.0,1.0,3.0,3.0,26.0,1.0,0.7,0.7,26.0,1.0,10.75,2.688,26.0,4.0,35.5,8.875,22.0,8.0,8.0,19.0,1.0,26.0,13.0,20.0,2.0,1.5,1.5,29.0,1.0,0.0,0.0,0.0,0.0,2
Ligue 1,LOSC Lille,2017,76.5,7.65,22.8,1.0,1.0,20.0,1,12.5,6.25,24.0,2,28.0,9.333,22.333,3,35.0,8.75,23.25,4,31.1,6.22,23.4,0.0,0.0,0.0,0,5.0,5.0,26.0,1,5.1,5.1,23.0,1,21.0,7.0,22.667,3,8.9,2.967,24.0,0.0,0.0,0.0,0.0,2.5,2.5,21.0,1.0,0.0,0.0,0.0,0.0,6.4,3.2,25.5,2.0,69.7,6.336,24.273,0.2,0.2,23.0,1.0,29.8,7.45,24.5,4.0,31.2,15.6,23.0,2.0,8.5,2.125,25.0,4.0,2
Ligue 1,RC Strasbourg Alsace,2017,5.4,1.08,23.2,0.7,0.7,20.0,1,0.0,0.0,0.0,0,1.7,0.85,22.5,2,3.0,1.5,25.5,2,2.0,2.0,20.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,2.0,2.0,20.0,1,0.0,0.0,0.0,0,15.75,2.625,24.5,4.0,4.0,26.0,1.0,3.75,1.875,27.5,2.0,2.0,2.0,20.0,1.0,6.0,3.0,23.0,2.0,14.0,14.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,24.0,1.0,0.0,0.0,0.0,0.0,2
Ligue 1,SM Caen,2017,6.95,1.158,22.0,0.0,0.0,0.0,0,3.5,1.75,22.0,2,2.85,0.95,23.333,3,0.6,0.6,18.0,1,6.0,6.0,19.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,6.0,6.0,19.0,1,0.0,0.0,0.0,0,9.95,1.658,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,29.5,2.0,7.95,1.988,25.75,4.0,14.5,4.833,24.0,0.0,0.0,0.0,0.0,5.0,5.0,24.0,1.0,0.0,0.0,0.0,0.0,9.5,4.75,24.0,2.0,2
Ligue 1,AS Saint-Étienne,2018,15.0,5.0,25.667,0.0,0.0,0.0,0,0.0,0.0,0.0,0,6.0,6.0,28.0,1,9.0,4.5,24.5,2,18.7,3.74,24.6,0.0,0.0,0.0,0,12.2,4.067,24.0,3,6.5,3.25,25.5,2,0.0,0.0,0.0,0,13.45,2.242,23.667,0.0,0.0,0.0,0.0,3.45,1.15,23.333,3.0,5.5,2.75,24.0,2.0,4.5,4.5,24.0,1.0,45.85,9.17,24.2,0.0,0.0,0.0,0.0,30.0,30.0,18.0,1.0,13.0,6.5,26.0,2.0,2.85,1.425,25.5,2.0,0
Ligue 1,LOSC Lille,2018,8.9,2.967,24.0,0.0,0.0,0.0,0,2.5,2.5,21.0,1,0.0,0.0,0.0,0,6.4,3.2,25.5,2,69.7,6.336,24.273,0.2,0.2,23.0,1,29.8,7.45,24.5,4,31.2,15.6,23.0,2,8.5,2.125,25.0,4,98.4,9.84,21.8,6.0,6.0,24.0,1.0,13.5,4.5,21.0,3.0,46.5,11.625,23.0,4.0,32.4,16.2,19.5,2.0,151.0,25.167,23.833,0.0,0.0,0.0,0.0,9.0,9.0,23.0,1.0,23.5,11.75,26.0,2.0,118.5,39.5,22.667,3.0,0
Ligue 1,Montpellier HSC,2018,10.15,1.692,24.0,0.0,0.0,0.0,0,3.55,1.183,22.0,3,3.6,1.8,27.0,2,3.0,3.0,24.0,1,25.5,6.375,23.0,0.0,0.0,0.0,0,21.0,10.5,22.5,2,0.0,0.0,0.0,0,4.5,2.25,23.5,2,20.3,4.06,27.0,1.5,1.5,27.0,1.0,2.8,2.8,27.0,1.0,11.5,5.75,27.0,2.0,4.5,4.5,27.0,1.0,40.0,10.0,25.25,13.5,13.5,28.0,1.0,8.0,8.0,26.0,1.0,6.0,6.0,24.0,1.0,12.5,12.5,23.0,1.0,0
Ligue 1,Olympique Lyon,2018,46.45,9.29,20.4,0.0,0.0,0.0,0,11.45,5.725,20.5,2,8.0,8.0,21.0,1,27.0,13.5,20.0,2,90.1,10.011,22.0,0.0,0.0,0.0,0,18.5,9.25,24.5,2,8.0,8.0,24.0,1,63.6,10.6,20.833,6,126.0,14.0,23.111,0.0,0.0,0.0,0.0,33.0,16.5,23.0,2.0,77.0,15.4,22.2,5.0,16.0,8.0,25.5,2.0,158.32,17.591,23.0,0.0,0.0,0.0,0.0,48.0,48.0,24.0,1.0,110.32,13.79,22.875,8.0,0.0,0.0,0.0,0.0,0
Ligue 1,Olympique Marseille,2018,66.0,16.5,23.75,0.0,0.0,0.0,0,29.0,14.5,22.5,2,25.0,25.0,28.0,1,12.0,12.0,22.0,1,32.85,10.95,24.333,0.0,0.0,0.0,0,2.0,2.0,23.0,1,30.85,15.425,25.0,2,0.0,0.0,0.0,0,27.0,13.5,26.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,24.0,1.0,14.0,14.0,29.0,1.0,27.25,6.812,25.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,32.0,1.0,21.25,7.083,23.0,3.0,0
Ligue 1,Paris Saint-Germain,2018,262.0,65.5,22.25,0.0,0.0,0.0,0,42.0,21.0,23.0,2,40.0,40.0,24.0,1,180.0,180.0,19.0,1,114.0,14.25,23.25,0.0,0.0,0.0,0,24.0,24.0,28.0,1,34.7,8.675,24.25,4,55.3,18.433,20.333,3,95.0,23.75,27.75,15.0,15.0,32.0,1.0,32.0,32.0,23.0,1.0,30.0,30.0,29.0,1.0,18.0,18.0,27.0,1.0,105.9,9.627,22.909,9.4,3.133,26.0,3.0,22.5,11.25,18.5,2.0,34.0,17.0,26.0,2.0,40.0,10.0,21.25,4.0,0
Ligue 1,Angers SCO,2018,4.45,0.89,24.0,0.0,0.0,0.0,0,0.05,0.05,24.0,1,2.6,1.3,23.5,2,1.8,0.9,24.5,2,21.0,10.5,24.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,21.0,10.5,24.0,2,10.4,2.08,24.2,0.9,0.9,26.0,1.0,0.0,0.0,0.0,0.0,3.0,1.5,22.5,2.0,6.5,3.25,25.0,2.0,34.0,17.0,23.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,17.0,23.5,2.0,0.0,0.0,0.0,0.0,1
Ligue 1,FC Girondins Bordeaux,2018,21.46,3.577,20.333,0.0,0.0,0.0,0,0.77,0.77,18.0,1,9.3,4.65,19.5,2,11.39,3.797,21.667,3,50.7,12.675,24.25,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,50.7,12.675,24.25,4,17.0,5.667,27.333,0.0,0.0,0.0,0.0,5.0,5.0,33.0,1.0,0.0,0.0,0.0,0.0,12.0,6.0,24.5,2.0,52.25,8.708,21.5,0.0,0.0,0.0,0.0,25.0,25.0,20.0,1.0,26.75,6.688,21.75,4.0,0.5,0.5,22.0,1.0,1
Ligue 1,FC Nantes,2018,14.35,2.392,25.333,0.0,0.0,0.0,0,2.8,0.933,25.667,3,3.3,1.65,25.5,2,8.25,8.25,24.0,1,22.2,7.4,24.5,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,22.2,7.4,24.5,3,18.75,2.679,23.857,0.8,0.8,20.0,1.0,1.95,0.975,27.5,2.0,9.0,4.5,20.5,2.0,7.0,3.5,25.5,2.0,38.5,6.417,25.5,0.0,0.0,0.0,0.0,24.0,8.0,26.333,3.0,13.0,13.0,24.0,1.0,1.5,0.75,25.0,2.0,1
Ligue 1,Nîmes Olympique,2018,3.15,1.575,24.5,0.0,0.0,0.0,0,0.15,0.15,26.0,1,0.0,0.0,0.0,0,3.0,3.0,23.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,9.85,1.407,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.333,24.667,3.0,2.85,0.712,25.25,4.0,20.5,4.1,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,5.5,25.0,2.0,9.5,3.167,23.333,3.0,1
Ligue 1,OGC Nice,2018,28.0,7.0,22.0,0.0,0.0,0.0,0,8.0,4.0,23.5,2,10.0,10.0,22.0,1,10.0,10.0,19.0,1,61.7,12.34,25.4,0.0,0.0,0.0,0,7.0,3.5,27.0,2,30.0,30.0,26.0,1,24.7,12.35,23.5,2,52.2,10.44,20.6,0.0,0.0,0.0,0.0,12.5,12.5,20.0,1.0,17.0,8.5,20.0,2.0,22.7,11.35,21.5,2.0,23.112,3.852,23.333,0.0,0.0,0.0,0.0,4.0,2.0,21.0,2.0,0.512,0.512,25.0,1.0,18.6,6.2,24.333,3.0,1
Ligue 1,RC Strasbourg Alsace,2018,15.75,2.625,24.5,4.0,4.0,26.0,1,3.75,1.875,27.5,2,2.0,2.0,20.0,1,6.0,3.0,23.0,2,14.0,14.0,24.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,14.0,14.0,24.0,1,0.0,0.0,0.0,0,11.0,2.2,24.6,0.0,0.0,0.0,0.0,6.0,3.0,27.0,2.0,3.0,1.5,23.0,2.0,2.0,2.0,23.0,1.0,21.5,5.375,26.0,0.0,0.0,0.0,0.0,0.5,0.5,26.0,1.0,19.0,9.5,25.0,2.0,2.0,2.0,28.0,1.0,1
Ligue 1,Stade Reims,2018,15.5,3.1,24.4,0.0,0.0,0.0,0,7.5,3.75,22.5,2,1.0,1.0,27.0,1,7.0,3.5,25.0,2,11.0,5.5,24.0,0.0,0.0,0.0,0,2.0,2.0,26.0,1,0.0,0.0,0.0,0,9.0,9.0,22.0,1,18.7,3.117,21.833,5.0,5.0,23.0,1.0,7.0,3.5,21.5,2.0,0.0,0.0,0.0,0.0,6.7,2.233,21.667,3.0,26.6,6.65,25.5,7.6,7.6,27.0,1.0,9.0,4.5,26.0,2.0,0.0,0.0,0.0,0.0,10.0,10.0,23.0,1.0,1
Ligue 1,Stade Rennais FC,2018,18.0,4.5,23.25,0.0,0.0,0.0,0,3.0,3.0,22.0,1,4.0,4.0,27.0,1,11.0,5.5,22.0,2,18.5,9.25,22.5,0.0,0.0,0.0,0,13.5,13.5,21.0,1,0.0,0.0,0.0,0,5.0,5.0,24.0,1,58.1,9.683,24.667,7.6,7.6,27.0,1.0,0.0,0.0,0.0,0.0,13.0,6.5,27.5,2.0,37.5,12.5,22.0,3.0,54.5,10.9,24.6,7.5,7.5,26.0,1.0,8.0,8.0,24.0,1.0,7.0,7.0,28.0,1.0,32.0,16.0,22.5,2.0,1
Ligue 1,AS Monaco,2018,145.85,10.418,24.214,0.0,0.0,0.0,0,49.0,9.8,24.4,5,60.65,12.13,26.6,5,36.2,9.05,21.0,4,367.25,30.604,23.25,0.0,0.0,0.0,0,24.15,6.038,22.0,4,134.1,33.525,25.25,4,209.0,52.25,22.5,4,200.0,14.286,22.571,20.5,10.25,24.0,2.0,56.0,11.2,21.0,5.0,36.0,12.0,22.0,3.0,87.5,21.875,24.25,4.0,83.75,10.469,22.75,1.5,1.5,25.0,1.0,8.0,4.0,24.0,2.0,47.0,23.5,21.0,2.0,27.25,9.083,22.333,3.0,2
Ligue 1,Amiens SC,2018,7.49,1.872,24.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,4.5,2.25,24.0,2,2.99,1.495,24.0,2,10.0,3.333,23.333,0.0,0.0,0.0,0,0.0,0.0,0.0,0,9.0,4.5,23.0,2,1.0,1.0,24.0,1,18.15,2.017,23.889,0.0,0.0,0.0,0.0,2.2,1.1,29.0,2.0,7.15,2.383,25.0,3.0,8.8,2.2,20.5,4.0,5.435,2.718,26.5,0.0,0.0,0.0,0.0,5.435,2.718,26.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
Ligue 1,Dijon FCO,2018,9.2,2.3,23.25,1.6,1.6,23.0,1,1.6,1.6,22.0,1,0.0,0.0,0.0,0,6.0,3.0,24.0,2,4.0,4.0,27.0,4.0,4.0,27.0,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,10.465,1.308,23.75,1.0,1.0,25.0,1.0,2.8,0.933,25.333,3.0,1.5,1.5,25.0,1.0,5.165,1.722,21.333,3.0,24.5,4.083,23.667,0.0,0.0,0.0,0.0,5.0,5.0,22.0,1.0,0.0,0.0,0.0,0.0,19.5,3.9,24.0,5.0,2
Ligue 1,EA Guingamp,2018,3.5,1.75,22.0,0.0,0.0,0.0,0,2.5,2.5,19.0,1,1.0,1.0,25.0,1,0.0,0.0,0.0,0,4.0,4.0,27.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,4.0,4.0,27.0,1,0.0,0.0,0.0,0,3.5,1.75,22.0,0.0,0.0,0.0,0.0,2.5,2.5,19.0,1.0,1.0,1.0,25.0,1.0,0.0,0.0,0.0,0.0,4.0,4.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,27.0,1.0,0.0,0.0,0.0,0.0,2
